query_protein,train_protein,similarity_score
protein_0023,protein_0094,0.09401709401709402
protein_0023,protein_0095,0.164192294096854
protein_0023,protein_0098,0.14583333333333334
protein_0023,protein_0099,0.16910597778169634
protein_0023,protein_0100,0.1391711229946524
protein_0023,protein_0101,0.14285714285714285
protein_0023,protein_0102,0.16494845360824742
protein_0023,protein_0103,0.17525773195876287
protein_0023,protein_0104,0.136
protein_0023,protein_0105,0.13978494623655913
protein_0023,protein_0106,0.1586672879776328
protein_0023,protein_0107,0.21875
protein_0023,protein_0108,0.10576923076923077
protein_0023,protein_0109,0.13214285714285715
protein_0023,protein_0110,0.18095238095238095
protein_0023,protein_0111,0.1650485436893204
protein_0023,protein_0112,0.13
protein_0023,protein_0113,0.22429906542056074
protein_0023,protein_0114,0.14444444444444443
protein_0023,protein_0115,0.2079207920792079
protein_0023,protein_0116,0.12793989547038326
protein_0023,protein_0117,0.12793989547038326
protein_0023,protein_0118,0.15672396359959556
protein_0023,protein_0119,0.16822429906542055
protein_0023,protein_0120,0.1595744680851064
protein_0023,protein_0121,0.1595744680851064
protein_0023,protein_0124,0.16981132075471697
protein_0023,protein_0126,0.13131313131313133
protein_0023,protein_0127,0.14583333333333334
protein_0023,protein_0128,0.16363636363636364
protein_0023,protein_0129,0.16161616161616163
protein_0023,protein_0130,0.15521855486173058
protein_0023,protein_0131,0.12198739340007415
protein_0023,protein_0132,0.1891891891891892
protein_0023,protein_0133,0.1891891891891892
protein_0023,protein_0134,0.20618556701030927
protein_0023,protein_0135,0.12380952380952381
protein_0023,protein_0136,0.1271186440677966
protein_0023,protein_0137,0.08130081300813008
protein_0023,protein_0138,0.08130081300813008
protein_0023,protein_0139,0.1341991341991342
protein_0023,protein_0140,0.1875
protein_0023,protein_0141,0.16409054646988433
protein_0023,protein_0142,0.17525773195876287
protein_0023,protein_0145,0.1498414376321353
protein_0023,protein_0148,0.15217391304347827
protein_0023,protein_0149,0.16973180076628352
protein_0023,protein_0150,0.1568627450980392
protein_0023,protein_0151,0.16842105263157894
protein_0023,protein_0152,0.1590909090909091
protein_0023,protein_0153,0.19834096109839816
protein_0023,protein_0154,0.18734733756717148
protein_0023,protein_0155,0.1440677966101695
protein_0023,protein_0156,0.12396694214876033
protein_0023,protein_0157,0.2127659574468085
protein_0023,protein_0158,0.13484848484848483
protein_0023,protein_0159,0.19047619047619047
protein_0023,protein_0160,0.1651376146788991
protein_0023,protein_0161,0.1271186440677966
protein_0023,protein_0162,0.11764705882352941
protein_0023,protein_0164,0.13978494623655913
protein_0023,protein_0165,0.14855072463768115
protein_0023,protein_0166,0.12903225806451613
protein_0023,protein_0167,0.1423200059563696
protein_0023,protein_0169,0.11627906976744186
protein_0023,protein_0170,0.18181818181818182
protein_0023,protein_0171,0.16
protein_0023,protein_0172,0.13008130081300814
protein_0023,protein_0173,0.13541666666666666
protein_0023,protein_0174,0.13513513513513514
protein_0023,protein_0175,0.16964285714285715
protein_0023,protein_0176,0.14774635154332946
protein_0023,protein_0177,0.14727342549923195
protein_0023,protein_0178,0.13333333333333333
protein_0023,protein_0179,0.13333333333333333
protein_0023,protein_0180,0.17045454545454544
protein_0023,protein_0181,0.12903225806451613
protein_0023,protein_0183,0.19811320754716982
protein_0023,protein_0184,0.18181818181818182
protein_0023,protein_0185,0.19387755102040816
protein_0023,protein_0186,0.19444444444444445
protein_0023,protein_0187,0.16363636363636364
protein_0023,protein_0188,0.13392857142857142
protein_0023,protein_0189,0.15151515151515152
protein_0023,protein_0190,0.19387755102040816
protein_0023,protein_0191,0.13793103448275862
protein_0023,protein_0192,0.17204301075268819
protein_0023,protein_0193,0.15625
protein_0023,protein_0194,0.14432989690721648
protein_0023,protein_0196,0.14432989690721648
protein_0023,protein_0197,0.15151515151515152
protein_0023,protein_0199,0.17391304347826086
protein_0023,protein_0200,0.1553398058252427
protein_0023,protein_0201,0.1206896551724138
protein_0023,protein_0202,0.15841584158415842
protein_0023,protein_0203,0.13675213675213677
protein_0023,protein_0204,0.17478354978354976
protein_0023,protein_0205,0.10747663551401869
protein_0023,protein_0206,0.15306122448979592
protein_0023,protein_0207,0.10852713178294573
protein_0023,protein_0209,0.1588785046728972
protein_0023,protein_0210,0.15463917525773196
protein_0023,protein_0211,0.12051705170517052
protein_0023,protein_0212,0.21348314606741572
protein_0023,protein_0213,0.17525773195876287
protein_0023,protein_0214,0.13333333333333333
protein_0023,protein_0215,0.17777777777777778
protein_0023,protein_0216,0.10784313725490197
protein_0023,protein_0217,0.1485148514851485
protein_0023,protein_0218,0.1328125
protein_0023,protein_0220,0.15625
protein_0023,protein_0221,0.1744186046511628
protein_0023,protein_0222,0.17346938775510204
protein_0023,protein_0223,0.15555555555555556
protein_0023,protein_0224,0.11931818181818182
protein_0023,protein_0225,0.2222222222222222
protein_0023,protein_0226,0.16037735849056603
protein_0023,protein_0227,0.17204301075268819
protein_0023,protein_0229,0.17204301075268819
protein_0023,protein_0230,0.18691588785046728
protein_0023,protein_0231,0.13541666666666666
protein_0023,protein_0232,0.15773809523809523
protein_0023,protein_0233,0.16296296296296298
protein_0023,protein_0234,0.13392857142857142
protein_0023,protein_0235,0.15152512617950403
protein_0023,protein_0236,0.14113046569498755
protein_0023,protein_0237,0.14113046569498755
protein_0023,protein_0239,0.17647058823529413
protein_0023,protein_0240,0.17647058823529413
protein_0023,protein_0241,0.1553398058252427
protein_0023,protein_0242,0.16726859283039058
protein_0023,protein_0243,0.18446601941747573
protein_0023,protein_0244,0.14926739926739926
protein_0023,protein_0245,0.13846801346801346
protein_0023,protein_0246,0.1782178217821782
protein_0023,protein_0247,0.1768707482993197
protein_0023,protein_0248,0.14942528735632185
protein_0023,protein_0249,0.1650485436893204
protein_0023,protein_0250,0.20767625231910947
protein_0023,protein_0251,0.1919191919191919
protein_0023,protein_0252,0.18681318681318682
protein_0023,protein_0253,0.1592920353982301
protein_0023,protein_0254,0.22474747474747475
protein_0023,protein_0255,0.11046511627906977
protein_0023,protein_0256,0.14678899082568808
protein_0023,protein_0257,0.16981132075471697
protein_0023,protein_0258,0.2
protein_0023,protein_0259,0.15692640692640691
protein_0023,protein_0260,0.15692640692640691
protein_0023,protein_0261,0.15517241379310345
protein_0023,protein_0262,0.13043478260869565
protein_0023,protein_0263,0.16176470588235295
protein_0023,protein_0264,0.15151515151515152
protein_0023,protein_0265,0.15151515151515152
protein_0023,protein_0266,0.22020568663036902
protein_0023,protein_0267,0.1792452830188679
protein_0023,protein_0268,0.1941747572815534
protein_0023,protein_0269,0.1111111111111111
protein_0023,protein_0270,0.15730337078651685
protein_0023,protein_0271,0.1652730598379932
protein_0023,protein_0272,0.15614035087719297
protein_0023,protein_0273,0.12940705128205127
protein_0023,protein_0274,0.16483516483516483
protein_0023,protein_0275,0.17272727272727273
protein_0023,protein_0276,0.16161616161616163
protein_0023,protein_0277,0.1810064935064935
protein_0023,protein_0278,0.1134020618556701
protein_0023,protein_0279,0.18691588785046728
protein_0023,protein_0280,0.1650485436893204
protein_0023,protein_0281,0.17699115044247787
protein_0023,protein_0282,0.125
protein_0023,protein_0283,0.09174311926605505
protein_0023,protein_0284,0.14722875048962003
protein_0023,protein_0285,0.17525773195876287
protein_0023,protein_0287,0.17757009345794392
protein_0023,protein_0288,0.15625
protein_0023,protein_0289,0.141279366700715
protein_0023,protein_0290,0.13725490196078433
protein_0023,protein_0291,0.21550671550671552
protein_0023,protein_0292,0.1420807453416149
protein_0023,protein_0293,0.17777777777777778
protein_0023,protein_0294,0.21550671550671552
protein_0023,protein_0295,0.135632183908046
protein_0023,protein_0296,0.1565217391304348
protein_0023,protein_0297,0.15003304692663583
protein_0023,protein_0298,0.13392857142857142
protein_0023,protein_0299,0.18658719931271478
protein_0023,protein_0300,0.1525
protein_0023,protein_0301,0.15666666666666668
protein_0023,protein_0303,0.1717171717171717
protein_0023,protein_0304,0.13988095238095238
protein_0023,protein_0305,0.18112244897959184
protein_0023,protein_0306,0.14166666666666666
protein_0023,protein_0307,0.1322314049586777
protein_0023,protein_0308,0.11666666666666667
protein_0023,protein_0309,0.2629245754245754
protein_0023,protein_0310,0.1509433962264151
protein_0023,protein_0311,0.18446601941747573
protein_0023,protein_0312,0.125
protein_0023,protein_0313,0.18269980506822614
protein_0023,protein_0314,0.16161616161616163
protein_0023,protein_0315,0.14166666666666666
protein_0023,protein_0316,0.1261892177589852
protein_0023,protein_0318,0.20689655172413793
protein_0023,protein_0319,0.1836734693877551
protein_0023,protein_0320,0.14772727272727273
protein_0023,protein_0321,0.17346938775510204
protein_0023,protein_0322,0.18446601941747573
protein_0023,protein_0323,0.12087912087912088
protein_0023,protein_0325,0.14977699068608158
protein_0023,protein_0327,0.14130434782608695
protein_0023,protein_0328,0.14814814814814814
protein_0023,protein_0329,0.14814814814814814
protein_0023,protein_0330,0.15306122448979592
protein_0023,protein_0331,0.12794275013376138
protein_0023,protein_0332,0.2079178300757878
protein_0023,protein_0333,0.1691753232987068
protein_0023,protein_0335,0.11428571428571428
protein_0023,protein_0338,0.1485148514851485
protein_0023,protein_0339,0.15346790890269152
protein_0023,protein_0341,0.16521739130434782
protein_0023,protein_0342,0.13333333333333333
protein_0023,protein_0343,0.11688311688311688
protein_0023,protein_0344,0.15625
protein_0023,protein_0345,0.1599025974025974
protein_0023,protein_0346,0.1599025974025974
protein_0023,protein_0347,0.12650363516192994
protein_0023,protein_0348,0.1391304347826087
protein_0023,protein_0349,0.13793103448275862
protein_0023,protein_0350,0.17708333333333334
protein_0023,protein_0351,0.19
protein_0023,protein_0352,0.14784946236559138
protein_0023,protein_0355,0.1485645105499827
protein_0023,protein_0356,0.1539855072463768
protein_0023,protein_0357,0.13385826771653545
protein_0023,protein_0358,0.16666666666666666
protein_0023,protein_0359,0.14754098360655737
protein_0023,protein_0360,0.17708333333333334
protein_0023,protein_0361,0.12121212121212122
protein_0023,protein_0362,0.1414141414141414
protein_0023,protein_0363,0.1414141414141414
protein_0023,protein_0364,0.1619047619047619
protein_0023,protein_0365,0.15625
protein_0023,protein_0366,0.14583333333333334
protein_0023,protein_0367,0.22641509433962265
protein_0023,protein_0368,0.1590909090909091
protein_0023,protein_0369,0.11224489795918367
protein_0023,protein_0370,0.15625
protein_0023,protein_0372,0.09174311926605505
protein_0023,protein_0373,0.16666666666666666
protein_0023,protein_0374,0.13709677419354838
protein_0023,protein_0376,0.1388888888888889
protein_0023,protein_0378,0.1875
protein_0023,protein_0379,0.2337951509153884
protein_0023,protein_0380,0.2337951509153884
protein_0023,protein_0381,0.2337951509153884
protein_0023,protein_0382,0.1376599436130991
protein_0023,protein_0383,0.1446524064171123
protein_0023,protein_0384,0.15625
protein_0023,protein_0385,0.1875
protein_0023,protein_0386,0.14150943396226415
protein_0023,protein_0387,0.1553398058252427
protein_0023,protein_0388,0.12797619047619047
protein_0023,protein_0389,0.19101123595505617
protein_0023,protein_0390,0.13402061855670103
protein_0023,protein_0391,0.14285714285714285
protein_0023,protein_0392,0.14772727272727273
protein_0023,protein_0393,0.18691588785046728
protein_0023,protein_0394,0.16379310344827586
protein_0023,protein_0395,0.15463917525773196
protein_0023,protein_0396,0.1282051282051282
protein_0023,protein_0397,0.12
protein_0023,protein_0398,0.18309016981583354
protein_0023,protein_0399,0.12871287128712872
protein_0037,protein_0000,0.25274725274725274
protein_0037,protein_0001,0.16379310344827586
protein_0037,protein_0002,0.14814814814814814
protein_0037,protein_0003,0.27586206896551724
protein_0037,protein_0004,0.25287356321839083
protein_0037,protein_0005,0.18181818181818182
protein_0037,protein_0006,0.23863636363636365
protein_0037,protein_0007,0.15804597701149425
protein_0037,protein_0008,0.19130434782608696
protein_0037,protein_0009,0.21839080459770116
protein_0037,protein_0010,0.22988505747126436
protein_0037,protein_0011,0.25287356321839083
protein_0037,protein_0012,0.25287356321839083
protein_0037,protein_0013,0.18691588785046728
protein_0037,protein_0014,0.17299557304476143
protein_0037,protein_0015,0.16666666666666666
protein_0037,protein_0016,0.17592592592592593
protein_0037,protein_0017,0.1323529411764706
protein_0037,protein_0018,0.26436781609195403
protein_0037,protein_0019,0.14237717558933685
protein_0037,protein_0020,0.24719101123595505
protein_0037,protein_0021,0.20833333333333334
protein_0037,protein_0022,0.13858695652173914
protein_0037,protein_0024,0.145985401459854
protein_0037,protein_0025,0.2159090909090909
protein_0037,protein_0026,0.17266187050359713
protein_0037,protein_0027,0.1830704828660436
protein_0037,protein_0028,0.152
protein_0037,protein_0029,0.14972527472527472
protein_0037,protein_0030,0.10655737704918032
protein_0037,protein_0031,0.16216216216216217
protein_0037,protein_0032,0.3076923076923077
protein_0037,protein_0033,0.24175824175824176
protein_0037,protein_0034,0.26436781609195403
protein_0037,protein_0035,0.19008264462809918
protein_0037,protein_0036,0.13837561332080595
protein_0037,protein_0038,1.0
protein_0037,protein_0039,0.20689655172413793
protein_0037,protein_0040,0.16129032258064516
protein_0037,protein_0041,0.26436781609195403
protein_0037,protein_0042,0.19540229885057472
protein_0037,protein_0043,0.26436781609195403
protein_0037,protein_0044,0.26436781609195403
protein_0037,protein_0045,0.3068181818181818
protein_0037,protein_0046,0.1498931623931624
protein_0037,protein_0047,0.2413793103448276
protein_0037,protein_0048,0.26436781609195403
protein_0037,protein_0049,0.25287356321839083
protein_0037,protein_0050,0.14814814814814814
protein_0037,protein_0051,0.15396825396825398
protein_0037,protein_0052,0.25287356321839083
protein_0037,protein_0053,0.25287356321839083
protein_0037,protein_0054,0.175
protein_0037,protein_0055,0.20930232558139536
protein_0037,protein_0056,0.14881498470948012
protein_0037,protein_0057,0.1482420554428668
protein_0037,protein_0058,0.2247191011235955
protein_0037,protein_0059,0.25287356321839083
protein_0037,protein_0060,0.13581543728602552
protein_0037,protein_0061,0.23076923076923078
protein_0037,protein_0062,0.2696629213483146
protein_0037,protein_0063,0.11214953271028037
protein_0037,protein_0064,0.25287356321839083
protein_0037,protein_0065,0.1826086956521739
protein_0037,protein_0066,0.13157894736842105
protein_0037,protein_0070,0.2413793103448276
protein_0037,protein_0071,0.21348314606741572
protein_0037,protein_0072,0.15973630831643004
protein_0037,protein_0073,0.28735632183908044
protein_0037,protein_0074,0.19
protein_0037,protein_0075,0.19023809523809523
protein_0037,protein_0076,0.1590909090909091
protein_0037,protein_0077,0.2840909090909091
protein_0037,protein_0078,0.15254237288135594
protein_0037,protein_0079,0.15254237288135594
protein_0037,protein_0080,0.28735632183908044
protein_0037,protein_0081,0.26436781609195403
protein_0037,protein_0082,0.19327731092436976
protein_0037,protein_0083,0.26136363636363635
protein_0037,protein_0084,0.20148749154834347
protein_0037,protein_0085,0.16260162601626016
protein_0037,protein_0087,0.14912830149284895
protein_0037,protein_0088,0.26136363636363635
protein_0037,protein_0090,0.14910569105691057
protein_0037,protein_0091,0.1282051282051282
protein_0037,protein_0093,0.25287356321839083
protein_0037,protein_0094,0.1864406779661017
protein_0037,protein_0095,0.16801048175771016
protein_0037,protein_0098,0.27586206896551724
protein_0037,protein_0099,0.15064102564102563
protein_0037,protein_0100,0.16760299625468164
protein_0037,protein_0101,0.26436781609195403
protein_0037,protein_0102,0.1724137931034483
protein_0037,protein_0103,0.2808988764044944
protein_0037,protein_0104,0.125
protein_0037,protein_0105,0.14953271028037382
protein_0037,protein_0106,0.12904297740363313
protein_0037,protein_0107,0.27586206896551724
protein_0037,protein_0108,0.25
protein_0037,protein_0109,0.1519607843137255
protein_0037,protein_0110,0.25287356321839083
protein_0037,protein_0111,0.22988505747126436
protein_0037,protein_0112,0.14285714285714285
protein_0037,protein_0113,0.25287356321839083
protein_0037,protein_0114,0.2872340425531915
protein_0037,protein_0115,0.19540229885057472
protein_0037,protein_0116,0.15751937984496123
protein_0037,protein_0117,0.15751937984496123
protein_0037,protein_0118,0.1586357947434293
protein_0037,protein_0119,0.17886178861788618
protein_0037,protein_0120,0.24489795918367346
protein_0037,protein_0121,0.24489795918367346
protein_0037,protein_0124,0.28865979381443296
protein_0037,protein_0126,0.18446601941747573
protein_0037,protein_0127,0.27586206896551724
protein_0037,protein_0128,0.31868131868131866
protein_0037,protein_0129,0.22018348623853212
protein_0037,protein_0130,0.159
protein_0037,protein_0131,0.12512315270935961
protein_0037,protein_0132,0.1984732824427481
protein_0037,protein_0133,0.1984732824427481
protein_0037,protein_0134,0.22988505747126436
protein_0037,protein_0135,0.27586206896551724
protein_0037,protein_0136,0.16666666666666666
protein_0037,protein_0137,0.16666666666666666
protein_0037,protein_0138,0.16666666666666666
protein_0037,protein_0139,0.14588859416445624
protein_0037,protein_0140,0.24719101123595505
protein_0037,protein_0141,0.8767436670014508
protein_0037,protein_0142,0.28735632183908044
protein_0037,protein_0145,0.14739304812834225
protein_0037,protein_0148,0.26373626373626374
protein_0037,protein_0149,0.1388888888888889
protein_0037,protein_0150,0.24210526315789474
protein_0037,protein_0151,0.22340425531914893
protein_0037,protein_0152,0.15341804053344532
protein_0037,protein_0153,0.17210962931849205
protein_0037,protein_0154,0.17587552634281606
protein_0037,protein_0155,0.1794871794871795
protein_0037,protein_0156,0.1440677966101695
protein_0037,protein_0157,0.14563106796116504
protein_0037,protein_0158,0.13882783882783883
protein_0037,protein_0159,0.24719101123595505
protein_0037,protein_0160,0.20689655172413793
protein_0037,protein_0161,0.17829457364341086
protein_0037,protein_0162,0.2413793103448276
protein_0037,protein_0164,0.20689655172413793
protein_0037,protein_0165,0.13675919806124698
protein_0037,protein_0166,0.26881720430107525
protein_0037,protein_0167,0.13392259274139545
protein_0037,protein_0169,0.15873015873015872
protein_0037,protein_0170,0.19540229885057472
protein_0037,protein_0171,0.28735632183908044
protein_0037,protein_0172,0.16153846153846155
protein_0037,protein_0173,0.21839080459770116
protein_0037,protein_0174,0.19540229885057472
protein_0037,protein_0175,0.19540229885057472
protein_0037,protein_0176,0.14552437853408728
protein_0037,protein_0177,0.13871219729940854
protein_0037,protein_0178,0.16101694915254236
protein_0037,protein_0179,0.14166666666666666
protein_0037,protein_0180,0.28888888888888886
protein_0037,protein_0181,0.21839080459770116
protein_0037,protein_0183,0.13761467889908258
protein_0037,protein_0184,0.19540229885057472
protein_0037,protein_0185,0.20408163265306123
protein_0037,protein_0186,0.13761467889908258
protein_0037,protein_0187,0.19540229885057472
protein_0037,protein_0188,0.15065359477124182
protein_0037,protein_0189,0.21839080459770116
protein_0037,protein_0190,0.2808988764044944
protein_0037,protein_0191,0.27586206896551724
protein_0037,protein_0192,0.21839080459770116
protein_0037,protein_0193,0.2727272727272727
protein_0037,protein_0194,0.25287356321839083
protein_0037,protein_0196,0.22988505747126436
protein_0037,protein_0197,0.21839080459770116
protein_0037,protein_0199,0.25
protein_0037,protein_0200,0.22988505747126436
protein_0037,protein_0201,0.1782178217821782
protein_0037,protein_0202,0.2988505747126437
protein_0037,protein_0203,0.1746031746031746
protein_0037,protein_0204,0.12980769230769232
protein_0037,protein_0205,0.11214953271028037
protein_0037,protein_0206,0.25287356321839083
protein_0037,protein_0207,0.16541353383458646
protein_0037,protein_0209,0.27586206896551724
protein_0037,protein_0210,0.2857142857142857
protein_0037,protein_0211,0.16611524676040806
protein_0037,protein_0212,0.1797752808988764
protein_0037,protein_0213,0.26436781609195403
protein_0037,protein_0214,0.13725490196078433
protein_0037,protein_0215,0.19148936170212766
protein_0037,protein_0216,0.13636363636363635
protein_0037,protein_0217,0.15789473684210525
protein_0037,protein_0218,0.15671641791044777
protein_0037,protein_0220,0.2413793103448276
protein_0037,protein_0221,0.1346153846153846
protein_0037,protein_0222,0.25287356321839083
protein_0037,protein_0223,0.14583333333333334
protein_0037,protein_0224,0.1497326203208556
protein_0037,protein_0225,0.16494845360824742
protein_0037,protein_0226,0.1523809523809524
protein_0037,protein_0227,0.16483516483516483
protein_0037,protein_0229,0.1743119266055046
protein_0037,protein_0230,0.2
protein_0037,protein_0231,0.25287356321839083
protein_0037,protein_0232,0.15874125874125875
protein_0037,protein_0233,0.13178294573643412
protein_0037,protein_0234,0.1650485436893204
protein_0037,protein_0235,0.15064134433727752
protein_0037,protein_0236,0.19028499448905684
protein_0037,protein_0237,0.19028499448905684
protein_0037,protein_0239,0.1797752808988764
protein_0037,protein_0240,0.1839080459770115
protein_0037,protein_0241,0.1839080459770115
protein_0037,protein_0242,0.13843813387423937
protein_0037,protein_0243,0.22727272727272727
protein_0037,protein_0244,0.1559819897084048
protein_0037,protein_0245,0.13327969965138106
protein_0037,protein_0246,0.1568627450980392
protein_0037,protein_0247,0.16325757575757577
protein_0037,protein_0248,0.25
protein_0037,protein_0249,0.24719101123595505
protein_0037,protein_0250,0.16523123010672158
protein_0037,protein_0251,0.15178571428571427
protein_0037,protein_0252,0.17647058823529413
protein_0037,protein_0253,0.16393442622950818
protein_0037,protein_0254,0.14358974358974358
protein_0037,protein_0255,0.13559322033898305
protein_0037,protein_0256,0.16346153846153846
protein_0037,protein_0257,0.17307692307692307
protein_0037,protein_0258,0.2717391304347826
protein_0037,protein_0259,0.14418526031102097
protein_0037,protein_0260,0.14418526031102097
protein_0037,protein_0261,0.1717171717171717
protein_0037,protein_0262,0.14084507042253522
protein_0037,protein_0263,0.1513157894736842
protein_0037,protein_0264,0.3068181818181818
protein_0037,protein_0265,0.3068181818181818
protein_0037,protein_0266,0.15850563909774434
protein_0037,protein_0267,0.18888888888888888
protein_0037,protein_0268,0.17346938775510204
protein_0037,protein_0269,0.1623931623931624
protein_0037,protein_0270,0.14150943396226415
protein_0037,protein_0271,0.14418526031102097
protein_0037,protein_0272,0.16041030117852467
protein_0037,protein_0273,0.14458751636839806
protein_0037,protein_0274,0.2978723404255319
protein_0037,protein_0275,0.17
protein_0037,protein_0276,0.29896907216494845
protein_0037,protein_0277,0.1402930402930403
protein_0037,protein_0278,0.2111111111111111
protein_0037,protein_0279,0.25
protein_0037,protein_0280,0.2159090909090909
protein_0037,protein_0281,0.17647058823529413
protein_0037,protein_0282,0.125
protein_0037,protein_0283,0.1187214611872146
protein_0037,protein_0284,0.8008789722785665
protein_0037,protein_0285,0.28735632183908044
protein_0037,protein_0287,0.17592592592592593
protein_0037,protein_0288,0.2413793103448276
protein_0037,protein_0289,0.11323044069112793
protein_0037,protein_0290,0.15
protein_0037,protein_0291,0.4215043695380774
protein_0037,protein_0292,0.14067000960204845
protein_0037,protein_0293,0.23655913978494625
protein_0037,protein_0294,0.42712234706616725
protein_0037,protein_0295,0.15384615384615385
protein_0037,protein_0296,0.21428571428571427
protein_0037,protein_0297,0.14640522875816994
protein_0037,protein_0298,0.14503042596348886
protein_0037,protein_0299,0.10491071428571429
protein_0037,protein_0300,0.14927261227071476
protein_0037,protein_0301,0.15683563748079876
protein_0037,protein_0303,0.25842696629213485
protein_0037,protein_0304,0.1244731537474803
protein_0037,protein_0305,0.16601307189542486
protein_0037,protein_0306,0.20930232558139536
protein_0037,protein_0307,0.19166666666666668
protein_0037,protein_0308,0.136
protein_0037,protein_0309,0.14694402132520945
protein_0037,protein_0310,0.168141592920354
protein_0037,protein_0311,0.25842696629213485
protein_0037,protein_0312,0.2840909090909091
protein_0037,protein_0313,0.5174047146948667
protein_0037,protein_0314,0.14678899082568808
protein_0037,protein_0315,0.1532258064516129
protein_0037,protein_0316,0.14663542015400066
protein_0037,protein_0318,0.1452991452991453
protein_0037,protein_0319,0.27586206896551724
protein_0037,protein_0320,0.23863636363636365
protein_0037,protein_0321,0.2111111111111111
protein_0037,protein_0322,0.19540229885057472
protein_0037,protein_0323,0.2413793103448276
protein_0037,protein_0325,0.15133333333333332
protein_0037,protein_0327,0.26373626373626374
protein_0037,protein_0328,0.1440677966101695
protein_0037,protein_0329,0.1440677966101695
protein_0037,protein_0330,0.2413793103448276
protein_0037,protein_0331,0.14903846153846154
protein_0037,protein_0332,0.5000552608311228
protein_0037,protein_0333,0.5501434245366283
protein_0037,protein_0335,0.1452991452991453
protein_0037,protein_0338,0.22988505747126436
protein_0037,protein_0339,0.16049968374446552
protein_0037,protein_0341,0.18627450980392157
protein_0037,protein_0342,0.13725490196078433
protein_0037,protein_0343,0.13185723727693324
protein_0037,protein_0344,0.22988505747126436
protein_0037,protein_0345,0.13039215686274508
protein_0037,protein_0346,0.13039215686274508
protein_0037,protein_0347,0.1687062937062937
protein_0037,protein_0348,0.16101694915254236
