query_protein,train_protein,similarity_score
protein_0012,protein_0223,0.15555555555555556
protein_0012,protein_0224,0.12790697674418605
protein_0012,protein_0225,0.10227272727272728
protein_0012,protein_0226,0.1717171717171717
protein_0012,protein_0227,0.1511627906976744
protein_0012,protein_0228,0.25806451612903225
protein_0012,protein_0229,0.13636363636363635
protein_0012,protein_0230,0.22826086956521738
protein_0012,protein_0231,0.41379310344827586
protein_0012,protein_0232,0.18604651162790697
protein_0012,protein_0233,0.10869565217391304
protein_0012,protein_0234,0.19607843137254902
protein_0012,protein_0235,0.1511627906976744
protein_0012,protein_0236,0.5172413793103449
protein_0012,protein_0237,0.5172413793103449
protein_0012,protein_0238,0.12121212121212122
protein_0012,protein_0239,0.3793103448275862
protein_0012,protein_0241,0.3333333333333333
protein_0012,protein_0243,0.3218390804597701
protein_0012,protein_0245,0.1724137931034483
protein_0012,protein_0246,0.14736842105263157
protein_0012,protein_0247,0.1956521739130435
protein_0012,protein_0248,0.36666666666666664
protein_0012,protein_0250,0.15217391304347827
protein_0012,protein_0251,0.18181818181818182
protein_0012,protein_0252,0.15789473684210525
protein_0012,protein_0253,0.14655172413793102
protein_0012,protein_0255,0.10465116279069768
protein_0012,protein_0256,0.13513513513513514
protein_0012,protein_0257,0.13392857142857142
protein_0012,protein_0258,0.5348837209302325
protein_0012,protein_0259,0.1511627906976744
protein_0012,protein_0260,0.1511627906976744
protein_0012,protein_0261,0.15384615384615385
protein_0012,protein_0262,0.15942028985507245
protein_0012,protein_0263,0.15942028985507245
protein_0012,protein_0264,0.3516483516483517
protein_0012,protein_0265,0.3516483516483517
protein_0012,protein_0266,0.1504424778761062
protein_0012,protein_0267,0.18181818181818182
protein_0012,protein_0268,0.1590909090909091
protein_0012,protein_0269,0.15517241379310345
protein_0012,protein_0270,0.14772727272727273
protein_0012,protein_0271,0.1744186046511628
protein_0012,protein_0273,0.6206896551724138
protein_0012,protein_0274,0.22826086956521738
protein_0012,protein_0275,0.19811320754716982
protein_0012,protein_0276,0.34444444444444444
protein_0012,protein_0277,0.16279069767441862
protein_0012,protein_0278,0.35555555555555557
protein_0012,protein_0279,0.26136363636363635
protein_0012,protein_0280,0.27586206896551724
protein_0012,protein_0281,0.15126050420168066
protein_0012,protein_0282,0.10465116279069768
protein_0012,protein_0283,0.11926605504587157
protein_0012,protein_0284,0.27586206896551724
protein_0012,protein_0285,0.6363636363636364
protein_0012,protein_0286,0.16279069767441862
protein_0012,protein_0287,0.22727272727272727
protein_0012,protein_0288,0.3218390804597701
protein_0012,protein_0289,0.16091954022988506
protein_0012,protein_0291,0.28735632183908044
protein_0012,protein_0292,0.17582417582417584
protein_0012,protein_0293,0.18888888888888888
protein_0012,protein_0294,0.2988505747126437
protein_0012,protein_0295,0.15730337078651685
protein_0012,protein_0297,0.16279069767441862
protein_0012,protein_0299,0.1836734693877551
protein_0012,protein_0300,0.14583333333333334
protein_0012,protein_0301,0.14583333333333334
protein_0012,protein_0302,0.10138248847926268
protein_0012,protein_0303,0.22826086956521738
protein_0012,protein_0305,0.23148148148148148
protein_0012,protein_0306,0.10256410256410256
protein_0012,protein_0307,0.12396694214876033
protein_0012,protein_0308,0.1810344827586207
protein_0012,protein_0309,0.14583333333333334
protein_0012,protein_0311,0.3977272727272727
protein_0012,protein_0312,0.44565217391304346
protein_0012,protein_0313,0.26666666666666666
protein_0012,protein_0314,0.12244897959183673
protein_0012,protein_0315,0.11965811965811966
protein_0012,protein_0316,0.17045454545454544
protein_0012,protein_0317,0.13
protein_0012,protein_0319,0.651685393258427
protein_0012,protein_0320,0.3333333333333333
protein_0012,protein_0321,0.25274725274725274
protein_0012,protein_0323,0.35555555555555557
protein_0012,protein_0324,0.20689655172413793
protein_0012,protein_0325,0.12931034482758622
protein_0012,protein_0326,0.17204301075268819
protein_0012,protein_0327,0.367816091954023
protein_0012,protein_0328,0.17355371900826447
protein_0012,protein_0329,0.17355371900826447
protein_0012,protein_0330,0.5632183908045977
protein_0012,protein_0332,0.2727272727272727
protein_0012,protein_0333,0.25
protein_0012,protein_0334,0.17894736842105263
protein_0012,protein_0335,0.12037037037037036
protein_0012,protein_0336,0.1511627906976744
protein_0012,protein_0337,0.39080459770114945
protein_0012,protein_0338,0.28735632183908044
protein_0012,protein_0339,0.1511627906976744
protein_0012,protein_0340,0.16037735849056603
protein_0012,protein_0341,0.24271844660194175
protein_0012,protein_0342,0.13793103448275862
protein_0012,protein_0343,0.16
protein_0012,protein_0344,0.3793103448275862
protein_0012,protein_0345,0.17355371900826447
protein_0012,protein_0346,0.17355371900826447
protein_0012,protein_0347,0.19540229885057472
protein_0012,protein_0348,0.11304347826086956
protein_0012,protein_0349,0.18
protein_0012,protein_0350,0.367816091954023
protein_0012,protein_0351,0.5747126436781609
protein_0012,protein_0352,0.1511627906976744
protein_0012,protein_0353,0.14545454545454545
protein_0012,protein_0354,0.25287356321839083
protein_0012,protein_0355,0.41379310344827586
protein_0012,protein_0356,0.15730337078651685
protein_0012,protein_0357,0.13934426229508196
protein_0012,protein_0358,0.367816091954023
protein_0012,protein_0359,0.18461538461538463
protein_0012,protein_0360,0.32954545454545453
protein_0012,protein_0361,0.11538461538461539
protein_0012,protein_0362,0.21428571428571427
protein_0012,protein_0363,0.21428571428571427
protein_0012,protein_0364,0.23157894736842105
protein_0012,protein_0365,0.24210526315789474
protein_0012,protein_0366,0.25263157894736843
protein_0012,protein_0368,0.19101123595505617
protein_0012,protein_0369,0.13953488372093023
protein_0012,protein_0370,0.3793103448275862
protein_0012,protein_0371,0.32558139534883723
protein_0012,protein_0372,0.10550458715596331
protein_0012,protein_0373,0.14018691588785046
protein_0012,protein_0374,0.1282051282051282
protein_0012,protein_0375,0.3333333333333333
protein_0012,protein_0376,0.20192307692307693
protein_0012,protein_0377,0.3218390804597701
protein_0012,protein_0378,0.16379310344827586
protein_0012,protein_0380,0.18446601941747573
protein_0012,protein_0381,0.18446601941747573
protein_0012,protein_0382,0.2857142857142857
protein_0012,protein_0383,0.1744186046511628
protein_0012,protein_0384,0.3563218390804598
protein_0012,protein_0385,0.16831683168316833
protein_0012,protein_0386,0.16521739130434782
protein_0012,protein_0387,0.11504424778761062
protein_0012,protein_0388,0.1839080459770115
protein_0012,protein_0390,0.5632183908045977
protein_0012,protein_0391,0.22105263157894736
protein_0012,protein_0392,0.3125
protein_0012,protein_0393,0.3125
protein_0012,protein_0394,0.16521739130434782
protein_0012,protein_0395,0.26373626373626374
protein_0012,protein_0396,0.13043478260869565
protein_0012,protein_0397,0.3
protein_0012,protein_0398,0.1452991452991453
protein_0012,protein_0399,0.3793103448275862
protein_0028,protein_0000,0.11764705882352941
protein_0028,protein_0001,0.11
protein_0028,protein_0002,0.15789473684210525
protein_0028,protein_0003,0.1619047619047619
protein_0028,protein_0004,0.08256880733944955
protein_0028,protein_0005,0.16346153846153846
protein_0028,protein_0006,0.1574074074074074
protein_0028,protein_0007,0.14
protein_0028,protein_0008,0.1891891891891892
protein_0028,protein_0009,0.11538461538461539
protein_0028,protein_0010,0.12149532710280374
protein_0028,protein_0011,0.19298245614035087
protein_0028,protein_0013,0.12745098039215685
protein_0028,protein_0014,0.16666666666666666
protein_0028,protein_0015,0.11214953271028037
protein_0028,protein_0016,0.18803418803418803
protein_0028,protein_0017,0.16923076923076924
protein_0028,protein_0018,0.1320754716981132
protein_0028,protein_0019,0.16
protein_0028,protein_0020,0.13592233009708737
protein_0028,protein_0021,0.1320754716981132
protein_0028,protein_0022,0.14423076923076922
protein_0028,protein_0023,0.11926605504587157
protein_0028,protein_0024,0.0873015873015873
protein_0028,protein_0025,0.11570247933884298
protein_0028,protein_0026,0.16030534351145037
protein_0028,protein_0027,0.16363636363636364
protein_0028,protein_0030,0.14516129032258066
protein_0028,protein_0031,0.18181818181818182
protein_0028,protein_0032,0.08256880733944955
protein_0028,protein_0033,0.15315315315315314
protein_0028,protein_0034,0.14285714285714285
protein_0028,protein_0036,0.13761467889908258
protein_0028,protein_0037,0.152
protein_0028,protein_0038,0.152
protein_0028,protein_0039,0.102803738317757
protein_0028,protein_0040,0.1320754716981132
protein_0028,protein_0042,0.1651376146788991
protein_0028,protein_0043,0.14678899082568808
protein_0028,protein_0045,0.11650485436893204
protein_0028,protein_0046,0.1485148514851485
protein_0028,protein_0047,0.12727272727272726
protein_0028,protein_0048,0.11818181818181818
protein_0028,protein_0049,0.11818181818181818
protein_0028,protein_0050,0.1724137931034483
protein_0028,protein_0052,0.15841584158415842
protein_0028,protein_0053,0.1826086956521739
protein_0028,protein_0054,0.1171875
protein_0028,protein_0055,0.1440677966101695
protein_0028,protein_0056,0.15079365079365079
protein_0028,protein_0057,0.13
protein_0028,protein_0058,0.12
protein_0028,protein_0059,0.11009174311926606
protein_0028,protein_0060,0.109375
protein_0028,protein_0061,0.21904761904761905
protein_0028,protein_0062,0.10619469026548672
protein_0028,protein_0063,0.14485981308411214
protein_0028,protein_0064,0.14285714285714285
protein_0028,protein_0066,0.12727272727272726
protein_0028,protein_0067,0.13761467889908258
protein_0028,protein_0068,0.11320754716981132
protein_0028,protein_0069,0.14782608695652175
protein_0028,protein_0070,0.10377358490566038
protein_0028,protein_0071,0.16521739130434782
protein_0028,protein_0072,0.1559633027522936
protein_0028,protein_0073,0.10810810810810811
protein_0028,protein_0075,0.14285714285714285
protein_0028,protein_0076,0.15
protein_0028,protein_0077,0.12389380530973451
protein_0028,protein_0078,0.1574074074074074
protein_0028,protein_0079,0.1574074074074074
protein_0028,protein_0080,0.10784313725490197
protein_0028,protein_0081,0.12844036697247707
protein_0028,protein_0082,0.12380952380952381
protein_0028,protein_0084,0.14285714285714285
protein_0028,protein_0086,0.12389380530973451
protein_0028,protein_0087,0.14285714285714285
protein_0028,protein_0088,0.11214953271028037
protein_0028,protein_0089,0.140625
protein_0028,protein_0090,0.1532258064516129
protein_0028,protein_0091,0.1565217391304348
protein_0028,protein_0092,0.1565217391304348
protein_0028,protein_0093,0.1320754716981132
protein_0028,protein_0094,0.15037593984962405
protein_0028,protein_0096,0.14414414414414414
protein_0028,protein_0097,0.16964285714285715
protein_0028,protein_0098,0.14285714285714285
protein_0028,protein_0099,0.12173913043478261
protein_0028,protein_0100,0.16
protein_0028,protein_0101,0.13761467889908258
protein_0028,protein_0102,0.16379310344827586
protein_0028,protein_0103,0.11504424778761062
protein_0028,protein_0104,0.145985401459854
protein_0028,protein_0105,0.11764705882352941
protein_0028,protein_0106,0.17355371900826447
protein_0028,protein_0108,0.11009174311926606
protein_0028,protein_0109,0.17
protein_0028,protein_0110,0.14953271028037382
protein_0028,protein_0111,0.17142857142857143
protein_0028,protein_0112,0.16666666666666666
protein_0028,protein_0113,0.16981132075471697
protein_0028,protein_0114,0.09917355371900827
protein_0028,protein_0115,0.11009174311926606
protein_0028,protein_0116,0.14754098360655737
protein_0028,protein_0117,0.14754098360655737
protein_0028,protein_0118,0.14423076923076922
protein_0028,protein_0119,0.13513513513513514
protein_0028,protein_0120,0.10619469026548672
protein_0028,protein_0121,0.10619469026548672
protein_0028,protein_0122,0.1532258064516129
protein_0028,protein_0123,0.15384615384615385
protein_0028,protein_0124,0.11926605504587157
protein_0028,protein_0125,0.12727272727272726
protein_0028,protein_0126,0.19469026548672566
protein_0028,protein_0128,0.10909090909090909
protein_0028,protein_0129,0.14018691588785046
protein_0028,protein_0130,0.12903225806451613
protein_0028,protein_0131,0.11650485436893204
protein_0028,protein_0132,0.1391304347826087
protein_0028,protein_0134,0.14414414414414414
protein_0028,protein_0135,0.1388888888888889
protein_0028,protein_0136,0.1452991452991453
protein_0028,protein_0137,0.13953488372093023
protein_0028,protein_0138,0.13953488372093023
protein_0028,protein_0139,0.14
protein_0028,protein_0140,0.10377358490566038
protein_0028,protein_0141,0.1532258064516129
protein_0028,protein_0143,0.14285714285714285
protein_0028,protein_0144,0.14285714285714285
protein_0028,protein_0145,0.17142857142857143
protein_0028,protein_0146,0.11
protein_0028,protein_0147,0.14953271028037382
protein_0028,protein_0148,0.09523809523809523
protein_0028,protein_0149,0.13592233009708737
protein_0028,protein_0150,0.09917355371900827
protein_0028,protein_0151,0.12380952380952381
protein_0028,protein_0152,0.15
protein_0028,protein_0153,0.16037735849056603
protein_0028,protein_0154,0.1782178217821782
protein_0028,protein_0155,0.1694915254237288
protein_0028,protein_0156,0.16666666666666666
protein_0028,protein_0157,0.11538461538461539
protein_0028,protein_0158,0.1485148514851485
protein_0028,protein_0160,0.12280701754385964
protein_0028,protein_0161,0.14634146341463414
protein_0028,protein_0162,0.11764705882352941
protein_0028,protein_0163,0.18584070796460178
protein_0028,protein_0164,0.125
protein_0028,protein_0165,0.12
protein_0028,protein_0166,0.13725490196078433
protein_0028,protein_0167,0.15966386554621848
protein_0028,protein_0168,0.16806722689075632
protein_0028,protein_0169,0.13178294573643412
protein_0028,protein_0171,0.1259259259259259
protein_0028,protein_0172,0.13178294573643412
protein_0028,protein_0173,0.09649122807017543
protein_0028,protein_0174,0.11607142857142858
protein_0028,protein_0175,0.12173913043478261
protein_0028,protein_0176,0.1188118811881188
protein_0028,protein_0177,0.13592233009708737
protein_0028,protein_0179,0.18803418803418803
protein_0028,protein_0180,0.14285714285714285
protein_0028,protein_0181,0.13761467889908258
protein_0028,protein_0182,0.13157894736842105
protein_0028,protein_0183,0.11214953271028037
protein_0028,protein_0185,0.1262135922330097
protein_0028,protein_0187,0.11304347826086956
protein_0028,protein_0188,0.1568627450980392
protein_0028,protein_0189,0.1415929203539823
protein_0028,protein_0190,0.16964285714285715
protein_0028,protein_0191,0.1388888888888889
protein_0028,protein_0192,0.12745098039215685
protein_0028,protein_0193,0.12037037037037036
protein_0028,protein_0194,0.0990990990990991
protein_0028,protein_0195,0.16964285714285715
protein_0028,protein_0196,0.19090909090909092
protein_0028,protein_0197,0.14018691588785046
protein_0028,protein_0198,0.15702479338842976
protein_0028,protein_0199,0.11764705882352941
protein_0028,protein_0200,0.14018691588785046
protein_0028,protein_0201,0.16071428571428573
protein_0028,protein_0202,0.12962962962962962
protein_0028,protein_0203,0.11278195488721804
protein_0028,protein_0204,0.14
protein_0028,protein_0205,0.10426540284360189
protein_0028,protein_0207,0.13821138211382114
protein_0028,protein_0208,0.19491525423728814
protein_0028,protein_0209,0.1308411214953271
protein_0028,protein_0210,0.11607142857142858
protein_0028,protein_0211,0.15384615384615385
protein_0028,protein_0212,0.09900990099009901
protein_0028,protein_0213,0.14018691588785046
protein_0028,protein_0214,0.11428571428571428
protein_0028,protein_0215,0.11428571428571428
protein_0028,protein_0216,0.15079365079365079
protein_0028,protein_0217,0.1509433962264151
protein_0028,protein_0218,0.1640625
protein_0028,protein_0219,0.10526315789473684
protein_0028,protein_0220,0.12612612612612611
protein_0028,protein_0222,0.11926605504587157
protein_0028,protein_0223,0.15
protein_0028,protein_0224,0.11
protein_0028,protein_0225,0.1346153846153846
protein_0028,protein_0226,0.1415929203539823
protein_0028,protein_0227,0.09803921568627451
protein_0028,protein_0228,0.1623931623931624
protein_0028,protein_0229,0.16666666666666666
protein_0028,protein_0230,0.10377358490566038
protein_0028,protein_0231,0.15315315315315314
protein_0028,protein_0232,0.17475728155339806
protein_0028,protein_0233,0.14960629921259844
protein_0028,protein_0234,0.19130434782608696
protein_0028,protein_0235,0.10909090909090909
protein_0028,protein_0236,0.16447368421052633
protein_0028,protein_0237,0.16447368421052633
protein_0028,protein_0238,0.08783783783783784
protein_0028,protein_0239,0.125
protein_0028,protein_0241,0.10091743119266056
protein_0028,protein_0243,0.08256880733944955
protein_0028,protein_0245,0.18055555555555555
protein_0028,protein_0246,0.1619047619047619
protein_0028,protein_0247,0.15966386554621848
protein_0028,protein_0248,0.11965811965811966
protein_0028,protein_0250,0.13709677419354838
protein_0028,protein_0251,0.1559633027522936
protein_0028,protein_0252,0.14545454545454545
protein_0028,protein_0253,0.15966386554621848
protein_0028,protein_0255,0.08743169398907104
protein_0028,protein_0256,0.13934426229508196
protein_0028,protein_0257,0.136
protein_0028,protein_0258,0.12612612612612611
protein_0028,protein_0259,0.16
protein_0028,protein_0260,0.16
protein_0028,protein_0261,0.17647058823529413
protein_0028,protein_0262,0.14705882352941177
protein_0028,protein_0263,0.16911764705882354
protein_0028,protein_0264,0.12931034482758622
protein_0028,protein_0265,0.12931034482758622
protein_0028,protein_0266,0.16964285714285715
protein_0028,protein_0267,0.10810810810810811
protein_0028,protein_0268,0.17757009345794392
protein_0028,protein_0269,0.09090909090909091
protein_0028,protein_0270,0.1509433962264151
protein_0028,protein_0271,0.16
protein_0028,protein_0273,0.13636363636363635
protein_0028,protein_0274,0.14018691588785046
protein_0028,protein_0275,0.125
protein_0028,protein_0276,0.1487603305785124
protein_0028,protein_0277,0.1346153846153846
protein_0028,protein_0278,0.12844036697247707
protein_0028,protein_0279,0.13761467889908258
protein_0028,protein_0280,0.14814814814814814
protein_0028,protein_0281,0.136
protein_0028,protein_0282,0.1509433962264151
protein_0028,protein_0283,0.1050228310502283
protein_0028,protein_0284,0.1532258064516129
protein_0028,protein_0285,0.15178571428571427
protein_0028,protein_0286,0.17475728155339806
protein_0028,protein_0287,0.12173913043478261
protein_0028,protein_0288,0.14423076923076922
protein_0028,protein_0289,0.13861386138613863
protein_0028,protein_0291,0.1553398058252427
protein_0028,protein_0292,0.15384615384615385
protein_0028,protein_0293,0.11214953271028037
protein_0028,protein_0294,0.1553398058252427
protein_0028,protein_0295,0.12
protein_0028,protein_0297,0.14
protein_0028,protein_0299,0.14
protein_0028,protein_0300,0.1388888888888889
protein_0028,protein_0301,0.1388888888888889
protein_0028,protein_0302,0.1187214611872146
protein_0028,protein_0303,0.08
protein_0028,protein_0305,0.19801980198019803
protein_0028,protein_0306,0.1440677966101695
protein_0028,protein_0307,0.1092436974789916
protein_0028,protein_0308,0.15079365079365079
protein_0028,protein_0309,0.15517241379310345
protein_0028,protein_0311,0.13725490196078433
protein_0028,protein_0312,0.11023622047244094
protein_0028,protein_0313,0.15126050420168066
protein_0028,protein_0314,0.13513513513513514
protein_0028,protein_0315,0.13953488372093023
protein_0028,protein_0316,0.17
protein_0028,protein_0317,0.15315315315315314
protein_0028,protein_0319,0.14953271028037382
protein_0028,protein_0320,0.11009174311926606
protein_0028,protein_0321,0.14049586776859505
protein_0028,protein_0323,0.12727272727272726
protein_0028,protein_0324,0.1568627450980392
protein_0028,protein_0325,0.15254237288135594
protein_0028,protein_0326,0.1792452830188679
protein_0028,protein_0327,0.14423076923076922
protein_0028,protein_0328,0.16964285714285715
protein_0028,protein_0329,0.16964285714285715
protein_0028,protein_0330,0.12727272727272726
protein_0028,protein_0332,0.1826086956521739
protein_0028,protein_0333,0.17117117117117117
protein_0028,protein_0334,0.17592592592592593
protein_0028,protein_0335,0.16101694915254236
protein_0028,protein_0336,0.14705882352941177
protein_0028,protein_0337,0.2
protein_0028,protein_0338,0.14035087719298245
protein_0028,protein_0339,0.16
protein_0028,protein_0340,0.14782608695652175
protein_0028,protein_0341,0.1504424778761062
protein_0028,protein_0342,0.12871287128712872
protein_0028,protein_0343,0.12745098039215685
protein_0028,protein_0344,0.14705882352941177
protein_0028,protein_0345,0.16806722689075632
protein_0028,protein_0346,0.16806722689075632
protein_0028,protein_0347,0.16
protein_0028,protein_0348,0.19083969465648856
protein_0028,protein_0349,0.19090909090909092
protein_0028,protein_0350,0.13392857142857142
protein_0028,protein_0351,0.102803738317757
protein_0028,protein_0352,0.13592233009708737
protein_0028,protein_0353,0.168
protein_0028,protein_0354,0.15789473684210525
